,AUC Article Title,Titles,Journals,doi,Cross Ref Links,links,CiteScore,Open Access,ISSN,resurchify Links,Impact factor,H-Index
75,Design and manufacture of biodegradable products from renewable resources,A first insight on composites of thermoplastic starch and kaolin,Carbohydrate Polymers,10.1016/S0144-8617(00)00315-5,https://api.crossref.org/works/10.1016/S0144-8617(00)00315-5.xml,https://journalsearches.com/journal.php?title=Carbohydrate Polymers,13.4, NO,01448617,https://www.resurchify.com/find/?query=01448617,10.25,228
76,Design and manufacture of biodegradable products from renewable resources,Thermal processing of starch-based polymers,Progress in Polymer Science,10.1016/j.progpolymsci.2009.07.001,https://api.crossref.org/works/10.1016/j.progpolymsci.2009.07.001.xml,https://journalsearches.com/journal.php?title=Progress in Polymer Science,42, NO,00796700,https://www.resurchify.com/find/?query=00796700,,
77,Design and manufacture of biodegradable products from renewable resources,"Food Packaging?Roles, Materials, and Environmental Issues",Journal of Food Science,10.1111/j.1750-3841.2007.00301.x,https://api.crossref.org/works/10.1111/j.1750-3841.2007.00301.x.xml,https://journalsearches.com/journal.php?title=Journal of Food Science,4.3, NO,00221147,https://www.resurchify.com/find/?query=00221147,3.32,160
78,Design and manufacture of biodegradable products from renewable resources,Advances in industrial prospective of cellulosic macromolecules enriched banana biofibre resources: A review,International Journal of Biological Macromolecules,10.1016/j.ijbiomac.2015.05.013,https://api.crossref.org/works/10.1016/j.ijbiomac.2015.05.013.xml,https://journalsearches.com/journal.php?title=International Journal of Biological Macromolecules,8.5, NO,01418130,https://www.resurchify.com/find/?query=01418130,7.71,144
79,Design and manufacture of biodegradable products from renewable resources,Biofibers from agricultural byproducts for industrial applications,Trends in Biotechnology,10.1016/j.tibtech.2004.11.002,https://api.crossref.org/works/10.1016/j.tibtech.2004.11.002.xml,https://journalsearches.com/journal.php?title=Trends in Biotechnology,24.5, NO,01677799,https://www.resurchify.com/find/?query=01677799,14.02,231
80,Design and manufacture of biodegradable products from renewable resources,"
                    Pressure Induced Synthesis of EA Grafted
                    Saccaharum cilliare
                    Fibers
                  ",International Journal of Polymeric Materials and Polymeric Biomaterials,10.1080/00914037.2013.769243,https://api.crossref.org/works/10.1080/00914037.2013.769243.xml,https://journalsearches.com/journal.php?title=International Journal of Polymeric Materials and Polymeric Biomaterials,4.2, NO,00914037,https://www.resurchify.com/find/?query=00914037,3.57,43
81,Design and manufacture of biodegradable products from renewable resources,Review: Raw Natural Fiber–Based Polymer Composites,International Journal of Polymer Analysis and Characterization,10.1080/1023666X.2014.880016,https://api.crossref.org/works/10.1080/1023666X.2014.880016.xml,https://journalsearches.com/journal.php?title=International Journal of Polymer Analysis and Characterization,3.2, NO,1023666X,https://www.resurchify.com/find/?query=1023666X,1.96,44
82,Design and manufacture of biodegradable products from renewable resources,Progress in Green Polymer Composites from Lignin for Multifunctional Applications: A Review,ACS Sustainable Chemistry & Engineering,10.1021/sc500087z,https://api.crossref.org/works/10.1021/sc500087z.xml,https://journalsearches.com/journal.php?title=ACS Sustainable Chemistry & Engineering,,,,https://www.resurchify.com/find/?query=nan,7.52,317
83,Design and manufacture of biodegradable products from renewable resources,Synthesis of Natural Cellulose-Based Graft Copolymers Using Methyl Methacrylate as an Efficient Monomer,Advances in Polymer Technology,10.1002/adv.21317,https://api.crossref.org/works/10.1002/adv.21317.xml,https://journalsearches.com/journal.php?title=Advances in Polymer Technology,4, YES,07306679,https://www.resurchify.com/find/?query=07306679,2.35,47
84,Design and manufacture of biodegradable products from renewable resources,Rapid Synthesis of MMA Grafted Pine Needles Using Microwave Radiation,Polymer-Plastics Technology and Engineering,10.1080/03602559.2012.721443,https://api.crossref.org/works/10.1080/03602559.2012.721443.xml,https://journalsearches.com/journal.php?title=Polymer-Plastics Technology and Engineering,,,,https://www.resurchify.com/find/?query=,,
85,Design and manufacture of biodegradable products from renewable resources,Characterization of Extruded Thermoplastic Starch Reinforced by Montmorillonite Nanoclay,Journal of Polymers and the Environment,10.1007/s10924-012-0528-0,https://api.crossref.org/works/10.1007/s10924-012-0528-0.xml,https://journalsearches.com/journal.php?title=Journal of Polymers and the Environment,4.7, NO,15662543,https://www.resurchify.com/find/?query=15662543,4.93,80
86,Collective Guilt as a Response to Evil: The Case of Arabs and Muslims in the Western Media,"Islam, Jihad, and Terrorism in Post-9/11 Arabic Discussion Boards",Journal of Computer-Mediated Communication,10.1111/j.1083-6101.2007.00363.x,https://api.crossref.org/works/10.1111/j.1083-6101.2007.00363.x.xml,https://journalsearches.com/journal.php?title=Journal of Computer-Mediated Communication,13.7, NO,10836101,https://www.resurchify.com/find/?query=10836101,6.18,126
87,Collective Guilt as a Response to Evil: The Case of Arabs and Muslims in the Western Media,God save us from the Islam clichés,British Journalism Review,10.1177/0956474806064773,https://api.crossref.org/works/10.1177/0956474806064773.xml,https://journalsearches.com/journal.php?title=British Journalism Review,Communication,English,,https://www.resurchify.com/find/?query=,,
88,Collective Guilt as a Response to Evil: The Case of Arabs and Muslims in the Western Media,On Defining Truth,Journal of Mass Media Ethics,10.1207/s15327728jmme0503_2,https://api.crossref.org/works/10.1207/s15327728jmme0503_2.xml,https://journalsearches.com/journal.php?title=Journal of Mass Media Ethics,,,08900523,https://www.resurchify.com/find/?query=08900523,,
89,Collective Guilt as a Response to Evil: The Case of Arabs and Muslims in the Western Media,Living with Television: The Violence Profile,Journal of Communication,10.1111/j.1460-2466.1976.tb01397.x,https://api.crossref.org/works/10.1111/j.1460-2466.1976.tb01397.x.xml,https://journalsearches.com/journal.php?title=Journal of Communication,9.2, NO,00219916,https://www.resurchify.com/find/?query=00219916,4.19,143
90,Collective Guilt as a Response to Evil: The Case of Arabs and Muslims in the Western Media,The Clash of Civilizations?,Foreign Affairs,10.2307/20045621,https://api.crossref.org/works/10.2307/20045621.xml,https://journalsearches.com/journal.php?title=Foreign Affairs,4.6, NO,00157120,https://www.resurchify.com/find/?query=00157120,,
91,Spatiotemporally localized null electromagnetic waves,Localized transmission of electromagnetic energy,Physical Review A,10.1103/PhysRevA.39.2005,https://api.crossref.org/works/10.1103/PhysRevA.39.2005.xml,https://journalsearches.com/journal.php?title=Physical Review A,5.3, NO,24699926,https://www.resurchify.com/find/?query=24699926,2.98,269
92,Spatiotemporally localized null electromagnetic waves,A bidirectional traveling plane wave representation of exact solutions of the scalar wave equation,Journal of Mathematical Physics,10.1063/1.528301,https://api.crossref.org/works/10.1063/1.528301.xml,https://journalsearches.com/journal.php?title=Journal of Mathematical Physics,2.5, NO,00222488,https://www.resurchify.com/find/?query=00222488,1.39,112
93,Spatiotemporally localized null electromagnetic waves,Localized wave representations of acoustic and electromagnetic radiation,Proceedings of the IEEE,10.1109/5.104212,https://api.crossref.org/works/10.1109/5.104212.xml,https://journalsearches.com/journal.php?title=Proceedings of the IEEE,21.6, NO,00189219,https://www.resurchify.com/find/?query=00189219,15.21,296
94,Spatiotemporally localized null electromagnetic waves,Two Fundamental Representations of Localized Pulse Solutions to the Scalar Wave Equation,Progress In Electromagnetics Research,10.2528/PIER97072900,https://api.crossref.org/works/10.2528/PIER97072900.xml,https://journalsearches.com/journal.php?title=Progress In Electromagnetics Research,3.7, NO,,https://www.resurchify.com/find/?query=,,
95,Spatiotemporally localized null electromagnetic waves,On localized “X-shaped” Superluminal solutions to Maxwell equations,Physica A: Statistical Mechanics and its Applications,10.1016/S0378-4371(97)00686-9,https://api.crossref.org/works/10.1016/S0378-4371(97)00686-9.xml,https://journalsearches.com/journal.php?title=Physica A: Statistical Mechanics and its Applications,5.6, NO,03784371,https://www.resurchify.com/find/?query=03784371,,
96,Spatiotemporally localized null electromagnetic waves,"
                    Unified description of nondiffracting
                    X
                    and
                    Y
                    waves
                  ",Physical Review E,10.1103/PhysRevE.62.4261,https://api.crossref.org/works/10.1103/PhysRevE.62.4261.xml,https://journalsearches.com/journal.php?title=Physical Review E,4.3, NO,24700045,https://www.resurchify.com/find/?query=24700045,2.61,307
97,Spatiotemporally localized null electromagnetic waves,Evidence of Localized Wave Transmission,Physical Review Letters,10.1103/PhysRevLett.62.147,https://api.crossref.org/works/10.1103/PhysRevLett.62.147.xml,https://journalsearches.com/journal.php?title=Physical Review Letters,15.2, YES,00319007,https://www.resurchify.com/find/?query=00319007,8.93,647
98,Spatiotemporally localized null electromagnetic waves,Verification of the localized‐wave transmission effect,Journal of Applied Physics,10.1063/1.346896,https://api.crossref.org/works/10.1063/1.346896.xml,https://journalsearches.com/journal.php?title=Journal of Applied Physics,4.4, NO,00218979,https://www.resurchify.com/find/?query=00218979,2.77,331
99,Spatiotemporally localized null electromagnetic waves,Modulated Gaussian beams,Radiophysics and Quantum Electronics,10.1007/BF01034890,https://api.crossref.org/works/10.1007/BF01034890.xml,https://journalsearches.com/journal.php?title=Radiophysics and Quantum Electronics,1.3, YES,,https://www.resurchify.com/find/?query=,,
100,Spatiotemporally localized null electromagnetic waves,Packetlike solutions of the homogeneous-wave equation,Journal of the Optical Society of America A,10.1364/JOSAA.1.000723,https://api.crossref.org/works/10.1364/JOSAA.1.000723.xml,https://journalsearches.com/journal.php?title=Journal of the Optical Society of America A,,,,https://www.resurchify.com/find/?query=,,
101,Spatiotemporally localized null electromagnetic waves,The Transformation of the Electrodynamical Equations,Proceedings of the London Mathematical Society,10.1112/plms/s2-8.1.223,https://api.crossref.org/works/10.1112/plms/s2-8.1.223.xml,https://journalsearches.com/journal.php?title=Proceedings of the London Mathematical Society,2.2, NO,00246115,https://www.resurchify.com/find/?query=00246115,1.65,60
102,Spatiotemporally localized null electromagnetic waves,Some spherical gravitational waves in general relativity,Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences,10.1098/rspa.1962.0036,https://api.crossref.org/works/10.1098/rspa.1962.0036.xml,https://journalsearches.com/journal.php?title=Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences,,,,https://www.resurchify.com/find/?query=,,
103,Spatiotemporally localized null electromagnetic waves,Robinson manifolds and Cauchy–Riemann spaces,Classical and Quantum Gravity,10.1088/0264-9381/19/2/201,https://api.crossref.org/works/10.1088/0264-9381/19/2/201.xml,https://journalsearches.com/journal.php?title=Classical and Quantum Gravity,6.2, NO,02649381,https://www.resurchify.com/find/?query=02649381,3.62,171
104,Spatiotemporally localized null electromagnetic waves,Electromagnetic vortex lines riding atop null solutions of the Maxwell equations,Journal of Optics A: Pure and Applied Optics,10.1088/1464-4258/6/5/007,https://api.crossref.org/works/10.1088/1464-4258/6/5/007.xml,https://journalsearches.com/journal.php?title=Journal of Optics A: Pure and Applied Optics,,,14644258,https://www.resurchify.com/find/?query=14644258,,
105,Spatiotemporally localized null electromagnetic waves,SPATIOTEMPORALLY LOCALIZED NULL ELECTROMAGNETIC WAVES I. LUMINAL,Progress In Electromagnetics Research B,10.2528/PIERB08042807,https://api.crossref.org/works/10.2528/PIERB08042807.xml,https://journalsearches.com/journal.php?title=Progress In Electromagnetics Research B,2, NO,,https://www.resurchify.com/find/?query=,,
106,Spatiotemporally localized null electromagnetic waves,Bateman electromagnetic waves,Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences,10.1098/rspa.1984.0117,https://api.crossref.org/works/10.1098/rspa.1984.0117.xml,https://journalsearches.com/journal.php?title=Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences,,,,https://www.resurchify.com/find/?query=,,
